package,module,source,output,reference,generic_before,generic_after,renamed_symbols,syntax_ok,bytecode_equal,encoding_ok,newline_ok,mode
core,mir2.cfg.piaoxue,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.cfg.piaoxue,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.cfg.piaoxue.lua,,47,0,12,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.AlertBar,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.AlertBar,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.AlertBar.lua,,176,0,40,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.attrTips,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.attrTips,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.attrTips.lua,,52,0,12,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.autoFindPath,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.autoFindPath,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.autoFindPath.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.autoFindPath.lua,821,0,205,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.centerTopTip,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.centerTopTip,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.centerTopTip.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.centerTopTip.lua,118,0,25,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.common,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.common,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.common.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.common.lua,0,0,0,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.common_hk,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.common_hk,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.common_hk.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.common.lua,1414,0,317,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.cusTipsBar,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.cusTipsBar,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.cusTipsBar.lua,,137,0,25,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.dialogue,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.dialogue,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.dialogue.lua,,875,0,162,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.common.extendUI,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.extendUI,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.extendUI.lua,,2807,0,583,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.common.extendUINew,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.extendUINew,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.extendUINew.lua,,2621,0,529,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.common.item,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.item,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.item.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.item.lua,0,0,0,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.item_hk,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.item_hk,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.item_hk.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.item.lua,996,0,153,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.itemInfo,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.itemInfo,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.itemInfo.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.itemInfo.lua,3961,0,782,True,True,True,True,scope-safe-readable-fallback
core,mir2.scenes.main.common.leftTopTip,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.leftTopTip,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.leftTopTip.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.leftTopTip.lua,221,0,41,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.magic,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.magic,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.magic.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.magic.lua,1506,0,283,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.common.magicParticle,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.magicParticle,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.magicParticle.lua,,8059,0,1441,True,True,True,True,scope-safe-readable-fallback
core,mir2.scenes.main.common.notice,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.notice,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.notice.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.notice.lua,148,0,37,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.Parser,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.Parser,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.Parser.lua,,103,0,38,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.settingLogic,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.settingLogic,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.settingLogic.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.settingLogic.lua,571,0,143,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.TipsBar,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.TipsBar,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.TipsBar.lua,,151,0,29,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.weatherNature,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.weatherNature,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.weatherNature.lua,,2440,0,576,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.weatherSnow,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.weatherSnow,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.weatherSnow.lua,,626,0,139,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.X8Check,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.X8Check,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.X8Check.lua,,30,0,10,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.common.yayaListenner,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.common.yayaListenner,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.common.yayaListenner.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.common.yayaListenner.lua,14,0,9,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.console.autoRat,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.autoRat,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.autoRat.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.console.autoRat.lua,0,0,0,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.console.autoRat_hk,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.autoRat_hk,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.autoRat_hk.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.console.autoRat.lua,1288,0,273,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.console.console,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.console,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.console.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.console.console.lua,669,0,179,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.console.controller,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.controller,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.controller.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.console.controller.lua,2013,0,357,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.console.detail,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.detail,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.detail.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.console.detail.lua,524,0,81,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.console.skills,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.skills,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.skills.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.console.skills.lua,161,0,47,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.console.widget.lock,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.widget.lock,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.widget.lock.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.console.widget.lock.lua,953,0,184,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.console.widget.moremenu,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.widget.moremenu,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.widget.moremenu.lua,,80,0,18,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.console.widget.rocker,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.widget.rocker,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.widget.rocker.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.console.widget.rocker.lua,400,0,61,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.console.widget.voiceBtnJIT,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.console.widget.voiceBtnJIT,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.console.widget.voiceBtnJIT.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.console.widget.voiceBtnJIT.lua,92,0,17,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.ground,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.ground,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.ground.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.ground.lua,0,0,0,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.ground_hk,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.ground_hk,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.ground_hk.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.ground.lua,1315,0,213,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.map.map,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.map.map,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.map.map.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.map.map.lua,0,0,0,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.map.map_hk,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.map.map_hk,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.map.map_hk.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.map.map.lua,2948,0,614,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.panel.bag10,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.bag10,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.bag10.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.bag.lua,445,0,93,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.bag8,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.bag8,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.bag8.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.bag.lua,498,0,96,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.bag9,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.bag9,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.bag9.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.bag.lua,461,0,90,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.bagNew,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.bagNew,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.bagNew.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.bag.lua,479,0,92,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.chargeNew,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.chargeNew,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.chargeNew.lua,,293,0,77,True,True,True,True,scope-safe-readable-fallback
core,mir2.scenes.main.panel.chatNew,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.chatNew,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.chatNew.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.chat.lua,510,0,100,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.chatOld,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.chatOld,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.chatOld.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.chat.lua,415,0,87,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.deal,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.deal,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.deal.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.deal.lua,126,0,32,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.freedeal,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.freedeal,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.freedeal.lua,,1554,0,332,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.panel.group,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.group,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.group.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.group.lua,391,0,89,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.guild,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.guild,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.guild.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.guild.lua,3517,0,729,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.panel.heroBag,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.heroBag,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.heroBag.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.heroBag.lua,208,0,39,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.luaPanelFactory,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.luaPanelFactory,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.luaPanelFactory.lua,,247,0,60,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.mail,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.mail,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.mail.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.mail.lua,655,0,162,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.Menu,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.Menu,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.Menu.lua,,42,0,8,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.minimap,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.minimap,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.minimap.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.minimap.lua,416,0,84,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.near,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.near,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.near.lua,,285,0,62,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.panel.notice,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.notice,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.notice.lua,,243,0,54,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.npc,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.npc,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.npc.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.npc.lua,1507,0,259,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.panel.panelFactory,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.panelFactory,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.panelFactory.lua,,763,0,141,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.relation,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.relation,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.relation.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.relation.lua,1225,0,280,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.setting,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.setting,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.setting.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.setting.lua,3128,0,627,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.panel.shop,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.shop,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.shop.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.shop.lua,484,0,106,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.stall,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.stall,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.stall.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.stall.lua,476,0,102,True,True,True,True,scoped-readable+method-sugar
core,mir2.scenes.main.panel.stallOther,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.stallOther,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.stallOther.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.stallOther.lua,234,0,54,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.storage10,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.storage10,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.storage10.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.storage.lua,456,0,114,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.storage8,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.storage8,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.storage8.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.storage.lua,455,0,114,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.storage9,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.storage9,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.storage9.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.storage.lua,226,0,49,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.storageNew,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.storageNew,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.storageNew.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.storage.lua,458,0,114,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.top,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.top,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.top.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.top.lua,369,0,75,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.voice,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.voice,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.voice.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.panel.voice.lua,817,0,167,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.panel.webView,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.panel.webView,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.panel.webView.lua,,71,0,8,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.role.ani,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.role.ani,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.role.ani.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.role.ani.lua,0,0,0,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.role.ani_hk,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.role.ani_hk,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.role.ani_hk.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.role.ani.lua,416,0,74,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.role.hero,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.role.hero,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.role.hero.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.role.hero.lua,589,0,94,True,True,True,True,function-local-readable+method-sugar
core,mir2.scenes.main.role.info,D:\loym2\白猪G2.5 0518离线[必须更新]\dec\core_dec_还原\mir2.scenes.main.role.info,D:\loym2\白猪G2.5_0518_lua_plain_readable_20260710_014719\core\mir2.scenes.main.role.info.lua,D:\loym2\很早的原始客户端明文\mir2\mir2.scenes.main.role.info.lua,1655,0,277,True,True,True,True,function-local-readable+method-sugar
